id;name;price;operating_system
1;Смартфон APPLE iPhone 6s 32Gb "Как новый", FN0W2RU/A, серый космос;16990;iPhone iOS 10;
2;Смартфон HONOR 7A 16Gb, черный;5990;Android 8.1;
3;Смартфон NOKIA 1 8Gb, синий;4390;Android 8.1;
